president,term,start_date,end_date,approving,disapproving,unsure_no_data,democrats_approving,independents_approving,republicans_approving,poll_source,source_url
Barack Obama,1st term,01/18/2016,01/24/2016,48,47,5,85,47,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,01/11/2016,01/17/2016,48,47,5,86,43,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,01/04/2016,01/10/2016,47,49,4,84,42,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/28/2015,01/03/2016,45,52,3,81,42,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/21/2015,12/27/2015,48,49,3,83,45,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/14/2015,12/20/2015,45,51,4,81,42,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/07/2015,12/13/2015,45,50,5,82,41,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/30/2015,12/06/2015,47,49,4,85,45,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/23/2015,11/29/2015,46,49,5,83,44,7,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/16/2015,11/22/2015,44,52,4,84,40,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/09/2015,11/15/2015,49,47,4,85,46,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/02/2015,11/08/2015,49,48,3,85,46,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/26/2015,11/01/2015,47,49,4,84,43,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/19/2015,10/25/2015,46,50,4,83,43,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/12/2015,10/18/2015,46,50,4,82,43,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/05/2015,10/11/2015,46,50,4,82,43,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/28/2015,10/04/2015,47,49,4,82,47,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/21/2015,09/27/2015,48,49,3,83,47,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/14/2015,09/20/2015,46,51,3,86,43,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/07/2015,09/13/2015,46,49,5,81,47,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/31/2015,09/06/2015,46,50,4,81,46,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/24/2015,08/30/2015,46,50,4,84,42,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/17/2015,08/23/2015,44,51,5,81,43,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/10/2015,08/16/2015,46,49,5,84,43,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/03/2015,08/09/2015,46,50,4,83,45,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/27/2015,08/02/2015,46,49,5,85,45,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/20/2015,07/26/2015,46,50,4,83,43,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/13/2015,07/19/2015,46,48,6,82,44,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/06/2015,07/12/2015,46,49,5,80,44,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,06/29/2015,07/05/2015,46,49,5,81,40,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,06/22/2015,06/28/2015,47,49,4,82,45,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,06/15/2015,06/21/2015,45,50,5,80,41,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,06/08/2015,06/14/2015,45,49,6,84,41,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,06/01/2015,06/07/2015,46,49,5,79,43,13,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,05/25/2015,05/31/2015,47,49,4,81,42,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,05/18/2015,05/24/2015,46,49,5,83,42,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,05/11/2015,05/17/2015,47,49,4,83,42,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,05/04/2015,05/10/2015,47,48,5,83,43,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,04/27/2015,05/03/2015,48,48,4,81,40,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,04/20/2015,04/26/2015,45,49,6,81,41,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,04/13/2015,04/19/2015,46,50,4,85,45,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,04/06/2015,04/12/2015,48,48,4,84,43,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,03/30/2015,04/05/2015,47,48,5,83,42,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,03/23/2015,03/29/2015,46,49,5,81,41,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,03/16/2015,03/22/2015,45,50,5,81,44,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,03/09/2015,03/15/2015,47,48,5,81,44,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,03/02/2015,03/08/2015,46,49,5,81,40,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,02/23/2015,03/01/2015,45,50,5,82,41,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,02/16/2015,02/22/2015,46,49,5,84,44,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,02/09/2015,02/15/2015,47,48,5,83,42,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,02/02/2015,02/08/2015,46,49,5,82,45,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,01/26/2015,02/01/2015,47,48,5,83,46,14,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,01/19/2015,01/25/2015,49,47,4,83,43,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,01/12/2015,01/18/2015,46,49,5,81,40,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,01/05/2015,01/11/2015,46,48,6,81,40,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/29/2014,01/04/2015,46,48,6,82,44,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/22/2014,12/28/2014,44,50,6,79,41,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/15/2014,12/21/2014,45,51,4,79,43,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/08/2014,12/14/2014,43,52,5,83,38,6,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/01/2014,12/07/2014,43,52,5,76,40,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/24/2014,11/30/2014,43,52,5,80,36,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/17/2014,11/23/2014,42,53,5,81,39,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/10/2014,11/16/2014,42,52,6,77,39,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/03/2014,11/09/2014,40,54,6,78,36,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/27/2014,11/02/2014,42,53,5,80,35,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/20/2014,10/26/2014,42,53,5,78,37,6,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/13/2014,10/19/2014,41,54,5,79,34,7,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/06/2014,10/12/2014,41,55,4,77,37,7,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/29/2014,10/05/2014,43,53,4,78,40,7,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/22/2014,09/28/2014,42,52,6,82,36,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/15/2014,09/21/2014,43,52,5,79,37,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/08/2014,09/14/2014,41,54,5,76,36,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/01/2014,09/07/2014,40,53,7,79,34,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/25/2014,08/31/2014,41,53,6,77,35,7,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/18/2014,08/24/2014,43,51,6,76,38,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/11/2014,08/17/2014,41,53,6,80,34,7,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/04/2014,08/10/2014,42,53,5,81,33,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/28/2014,08/03/2014,42,54,4,81,35,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/21/2014,07/27/2014,41,53,6,79,34,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/14/2014,07/20/2014,43,51,6,81,36,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/07/2014,07/13/2014,42,53,5,79,36,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,06/30/2014,07/06/2014,43,52,5,81,38,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,06/23/2014,06/29/2014,42,52,6,78,37,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,06/16/2014,06/22/2014,41,55,4,76,35,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,06/09/2014,06/15/2014,42,52,6,78,34,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,06/02/2014,06/08/2014,44,50,6,80,38,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,05/26/2014,06/01/2014,44,51,5,79,38,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,05/19/2014,05/25/2014,43,52,5,81,38,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,05/12/2014,05/18/2014,44,51,5,82,37,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,05/05/2014,05/11/2014,45,50,5,81,39,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,04/28/2014,05/04/2014,44,50,6,80,40,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,04/21/2014,04/27/2014,44,50,6,79,42,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,04/14/2014,04/20/2014,44,50,6,80,38,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,04/07/2014,04/13/2014,43,51,6,80,35,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,03/31/2014,04/06/2014,44,51,5,81,38,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,03/24/2014,03/30/2014,43,52,5,82,37,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,03/17/2014,03/23/2014,44,51,5,78,40,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,03/10/2014,03/16/2014,40,54,6,78,31,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,03/03/2014,03/09/2014,43,53,4,80,36,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,02/24/2014,03/02/2014,42,54,4,79,37,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,02/17/2014,02/23/2014,45,51,4,81,38,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,02/10/2014,02/16/2014,40,53,7,75,32,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,02/03/2014,02/09/2014,41,51,8,79,33,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,01/27/2014,02/02/2014,42,50,8,77,34,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,01/20/2014,01/26/2014,42,50,8,75,36,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,01/13/2014,01/19/2014,40,52,8,75,32,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,01/06/2014,01/12/2014,41,51,8,77,35,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,01/02/2014,01/05/2014,41,53,6,78,35,7,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/23/2013,12/29/2013,43,51,6,81,32,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/16/2013,12/22/2013,40,52,8,77,31,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/09/2013,12/15/2013,42,50,8,77,35,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,12/02/2013,12/08/2013,41,51,8,77,35,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/25/2013,12/01/2013,42,52,6,77,35,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/18/2013,11/24/2013,40,53,7,77,33,7,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/11/2013,11/17/2013,41,52,7,76,36,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,11/04/2013,11/10/2013,41,52,7,80,34,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/28/2013,11/03/2013,41,52,7,80,32,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/21/2013,10/27/2013,43,50,7,80,36,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/14/2013,10/20/2013,43,51,6,81,36,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,10/07/2013,10/13/2013,42,52,6,80,33,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/30/2013,10/06/2013,44,50,6,81,36,9,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/23/2013,09/29/2013,45,48,7,81,36,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/16/2013,09/22/2013,44,47,9,78,38,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/09/2013,09/15/2013,45,46,9,79,38,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,09/02/2013,09/08/2013,44,48,8,78,36,13,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/26/2013,09/01/2013,44,48,8,82,38,12,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/19/2013,08/25/2013,46,46,8,83,39,13,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/12/2013,08/18/2013,46,45,9,80,41,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,08/05/2013,08/11/2013,44,48,8,80,37,13,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/29/2013,08/04/2013,45,48,7,81,38,8,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/22/2013,07/28/2013,46,47,7,83,35,11,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/15/2013,07/21/2013,47,46,7,84,39,14,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/08/2013,07/14/2013,46,47,7,81,39,10,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,1st term,07/01/2013,07/07/2013,46,46,8,81,39,14,,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
